CHR,P,exp
19,1.827,1.8525539223938488
19,1.952,1.8521003510921479
17,1.979,1.8516472530000287
17,1.229,1.851194627131124
17,1.479,1.850742472502147
17,1.354,1.8502907881328794
17,1.604,1.8498395730461579
17,1.729,1.8493888262678615
17,1.104,1.8489385468268997
17,1.854,1.848488733755199
22,2.307,1.8480393860876907
22,2.057,1.8475905028622988
11,0.621,1.847142083119927
11,0.121,1.8466941259044476
11,0.371,1.8462466302626874
11,0.246,1.8457995952444177
11,0.871,1.8453530199023405
11,0.746,1.8449069032920768
11,0.496,1.8444612444721555
11,0.996,1.8440160425040006
17,1.355,1.8435712964519193
2,0.415,1.8431270053830908
2,0.29,1.8426831683675546
18,2.523,1.8422397844781975
18,2.148,1.8417968527907438
18,2.273,1.8413543723837427
8,4.238,1.8409123423385567
8,4.738,1.8404707617393508
18,2.398,1.8400296296730807
18,2.023,1.8395889452294811
18,2.648,1.8391487075010557
18,2.898,1.8387089155830643
4,0.611,1.8382695685735129
4,0.236,1.8378306655731425
4,0.861,1.837392205685417
4,0.736,1.8369541880165137
4,0.486,1.836516611675311
4,0.361,1.836079475773379
4,0.986,1.835642779424967
10,2.114,1.8352065217469937
10,2.864,1.8347707018590367
10,2.364,1.8343353188833211
6,2.943,1.83390037194471
6,2.318,1.8334658601706924
6,2.443,1.8330317826913738
6,2.693,1.8325981386394654
6,2.068,1.8321649271502742
6,2.193,1.8317321473616919
17,1.482,1.8312997984141848
17,1.982,1.8308678794507838
9,2.143,1.8304363896170743
9,2.518,1.8300053280611859
9,2.268,1.8295746939337818
9,2.393,1.8291444863880497
9,2.018,1.8287147045796914
9,2.893,1.828285347666912
9,2.768,1.827856414810412
9,2.643,1.8274279051733753
11,0.088,1.8269998179214606
11,0.213,1.826572152222792
18,0.042,1.8261449072479479
22,1.055,1.8257180821699523
22,1.18,1.825291676164266
22,1.43,1.8248656884087748
16,0.824,1.8244401180837821
16,0.949,1.8240149643719985
16,0.699,1.8235902264585322
16,0.574,1.8231659035308805
8,4.578,1.8227419947789192
18,0.065,1.8223184993948949
18,0.19,1.8218954165734143
18,0.44,1.8214727455114355
15,1.467,1.8210504854082594
15,1.092,1.8206286354655201
15,1.592,1.8202071948871759
11,4.512,1.8197861628794998
15,1.342,1.8193655386510719
15,1.842,1.8189453214127687
2,3.095,1.8185255103777558
2,3.845,1.8181061047614782
3,2.12,1.8176871037816513
3,2.495,1.8172685066582532
3,2.745,1.816850312613515
3,2.37,1.816432520871912
3,2.87,1.8160151306601562
3,2.62,1.8155981412071867
3,2.245,1.8151815517441614
22,1.793,1.814765361504449
20,0.679,1.8143495697236196
20,0.804,1.813934175639437
18,0.111,1.81351917849185
20,0.929,1.8131045775229846
11,0.18,1.8126903719771346
11,0.43,1.8122765611007543
11,0.305,1.8118631441424502
20,0.554,1.811450120352972
13,1.758,1.811037488985206
21,0.449,1.8106252492941646
11,2.119,1.8102134005369808
11,2.744,1.809801941972899
11,2.244,1.8093908728632662
11,2.369,1.8089801924715254
11,2.494,1.8085699000632074
11,2.869,1.8081599949059222
18,0.032,1.8077504762693517
18,0.157,1.807341343425242
18,2.203,1.8069325956473956
18,2.328,1.806524232211663
8,4.793,1.806116252395936
18,2.953,1.805708655480139
12,0.118,1.8053014407462225
12,0.243,1.8048946074781547
12,0.868,1.8044881549619143
7,2.131,1.8040820824854826
7,2.506,1.8036763893388368
7,2.381,1.803271074813941
7,2.006,1.8028661382047413
7,2.631,1.8024615788071556
7,2.756,1.8020573959190682
3,2.71,1.801653588840322
3,2.585,1.8012501568727108
3,2.96,1.8008470993199726
3,2.21,1.8004444154877817
3,0.287,1.8000421046837427
3,0.412,1.799640166217382
3,2.085,1.7992385994001419
3,2.46,1.798837403545372
3,2.335,1.7984365779683242
18,0.055,1.798036121986144
8,1.857,1.7976360349178642
8,1.482,1.7972363160843978
8,1.232,1.7968369648085312
8,1.357,1.7964379804149173
8,1.607,1.7960393622300688
8,1.732,1.7956411095823506
8,1.982,1.795243221801974
13,1.885,1.7948456982209895
22,3.084,1.7944485381732804
18,0.078,1.794051740994555
16,0.02,1.793655306022342
8,1.297,1.7932592325959813
8,1.922,1.7928635200566192
8,1.047,1.7924681677472019
8,1.672,1.7920731750124674
8,1.172,1.7916785411989407
8,1.422,1.7912842656549262
8,1.547,1.7908903477305018
8,1.797,1.7904967867775123
21,3.238,1.7901035821495628
17,3.692,1.789710733202013
17,3.067,1.7893182392919695
21,0.166,1.7889260997782814
16,4.1,1.7885343140215324
9,0.795,1.788142881384035
9,0.92,1.7877518012298248
3,0.01,1.7873610729246536
9,0.545,1.7869706958359841
9,0.67,1.7865806693329822
9,1.847,1.786190992786513
9,1.222,1.7858016655691324
9,1.972,1.7854126870550833
9,1.722,1.785024056620288
11,2.584,1.7846357736423424
11,2.209,1.7842478375005106
12,0.21,1.7838602475757193
12,2.577,1.7834730032505497
12,2.827,1.7830861039092347
12,2.952,1.78269954893765
18,1.329,1.7823133377233111
15,3.477,1.7819274696553649
3,2.925,1.7815419441245859
3,2.3,1.781156760523369
3,2.55,1.7807719182457245
3,2.05,1.7803874166872726
3,2.175,1.7800032552452372
3,2.675,1.7796194333184399
3,2.425,1.7792359503072952
19,0.039,1.7788528056138047
19,1.69,1.7784699986415509
19,1.19,1.7780875287956923
16,1.046,1.7777053954829576
16,1.171,1.77732359811164
16,1.421,1.776942136091592
16,1.796,1.7765610088342199
16,1.546,1.7761802157524778
16,1.296,1.7757997562608632
16,1.671,1.7754196297754106
16,1.921,1.775039835713687
18,1.757,1.7746603734947854
18,1.921,1.774281242539321
18,1.796,1.7739024422694247
18,1.007,1.7735239721087377
19,0.187,1.7731458314824071
19,0.062,1.7727680198170808
19,0.312,1.7723905365409005
19,0.437,1.772013381083499
17,0.004,1.7716365528759934
10,0.981,1.7712600513509797
10,0.356,1.7708838759425294
10,0.481,1.770508026086182
10,0.606,1.7701325012189428
10,0.856,1.769757300779275
10,0.731,1.7693824242070963
1,2.073,1.7690078709437738
1,2.323,1.7686336404321186
1,2.448,1.7682597321163804
1,2.823,1.767886145442244
1,2.573,1.7675128798568227
1,2.698,1.7671399348086545
1,2.198,1.766767309747697
8,0.73,1.7663950041253222
8,0.605,1.7660230173943117
8,0.48,1.7656513490088521
13,1.816,1.7652799984245306
13,1.691,1.7649089650983292
13,1.941,1.7645382484886205
17,0.027,1.7641678480551632
21,0.633,1.7637977632590967
21,0.383,1.7634279935629373
21,0.508,1.7630585384305726
21,0.133,1.7626893973272577
21,0.883,1.7623205697196096
21,0.758,1.7619520550756034
21,0.258,1.761583852864567
9,4.231,1.7612159625571775
19,0.108,1.7608483836254558
14,0.918,1.760481115542762
14,0.543,1.7601141577837913
14,0.793,1.7597475098245696
14,0.668,1.7593811711424485
20,1.678,1.7590151412161013
5,0.337,1.7586494195255176
5,0.462,1.7582840055520008
19,0.154,1.7579188987781615
16,1.386,1.7575540986879148
16,1.636,1.7571896047664748
16,1.261,1.7568254165003505
12,1.7,1.7564615333773421
12,1.825,1.7560979548865359
12,1.575,1.7557346805183003
7,0.658,1.7553717097642818
7,0.533,1.7550090421173998
7,0.783,1.7546466770718436
7,0.908,1.7542846141230675
10,1.347,1.7539228527677864
10,1.222,1.7535613925039717
10,1.472,1.7532002328308476
10,1.097,1.7528393732488867
10,1.847,1.7524788132598053
10,1.722,1.75211855236656
10,1.597,1.7517585900733432
10,1.972,1.7513989258855793
19,0.052,1.7510395593099204
1,2.038,1.7506804898542423
1,2.538,1.7503217170276402
1,2.288,1.749963240340425
1,2.413,1.7496050593041195
1,2.163,1.7492471734314536
1,2.788,1.7488895822363615
1,2.663,1.7485322852339762
20,2.022,1.7481752819406273
20,2.522,1.7478185718738357
19,0.075,1.7474621545523104
17,0.802,1.7471060294959442
9,1.626,1.7467501962258098
9,1.251,1.7463946542641569
9,1.001,1.7460394031344069
9,1.376,1.74568444236115
9,1.501,1.745329771470141
9,1.126,1.744975389988296
9,1.751,1.744621297443688
9,1.876,1.7442674933655435
14,1.409,1.7439139772842382
14,1.534,1.7435607487312945
14,2.512,1.743207807239376
20,1.932,1.7428551523422857
17,0.84,1.7425027835749607
18,1.596,1.7421507004734695
18,1.471,1.7417989025750078
18,1.096,1.7414473894178955
18,1.846,1.7410961605415718
18,1.221,1.7407452154865932
18,1.721,1.7403945537946288
18,1.971,1.7400441750084572
18,1.346,1.7396940786719626
15,3.645,1.739344264330131
13,0.207,1.7389947315290475
10,4.382,1.7386454798158926
6,1.141,1.7382965087389373
6,1.266,1.7379478178475416
6,1.641,1.7375994066921499
6,1.016,1.7372512748242872
6,1.516,1.7369034217965569
6,1.391,1.736555847162636
6,1.891,1.7362085504772724
6,1.766,1.7358615312962815
20,0.036,1.7355147891765423
12,0.698,1.7351683236759947
12,0.948,1.7348221343536354
20,0.309,1.734476220769515
20,0.059,1.7341305824847346
20,0.184,1.7337852190614422
17,1.659,1.7334401300628297
20,0.434,1.7330953150531294
15,1.928,1.7327507735976109
15,1.428,1.7324065052625768
15,1.303,1.7320625096153617
15,1.053,1.7317187862243262
7,0.551,1.7313753346588556
15,1.803,1.731032154489356
15,1.553,1.730689245287251
15,1.678,1.7303466066249784
9,0.368,1.7300042380759877
9,0.493,1.7296621392147356
9,0.743,1.7293203096166843
9,0.868,1.7289787488582973
9,0.618,1.728637456517037
5,1.095,1.7282964321713608
5,1.595,1.7279556754007184
12,3.197,1.7276151857855488
10,2.056,1.727274962907277
12,3.447,1.726935006348311
18,1.061,1.7265953156920384
18,1.561,1.726255890522824
18,1.186,1.7259167304260061
18,1.686,1.7255778349878936
18,1.311,1.7252392037957638
18,1.436,1.724900836437858
13,0.001,1.724562732503379
15,0.915,1.7242248915824891
15,0.54,1.7238873132663057
15,0.79,1.723549997146899
15,0.665,1.7232129428172893
2,2.793,1.7228761498714433
2,2.043,1.722539617904272
2,2.293,1.722203346511627
2,2.168,1.7218673352902985
2,2.418,1.7215315838380107
2,2.543,1.7211960917534217
2,2.668,1.7208608586361178
2,2.918,1.7205258840866122
3,1.068,1.720191167706342
6,0.459,1.7198567090976644
6,0.334,1.7195225078638556
20,0.151,1.7191885636091062
21,2.346,1.7188548759385192
21,2.221,1.7185214444581076
12,3.287,1.718188268774791
12,3.412,1.7178553484963925
9,0.175,1.7175226832316373
9,0.3,1.717190272590148
9,0.425,1.7168581161824439
13,2.062,1.7165262136199366
13,2.437,1.7161945645149281
13,2.687,1.715863168480608
13,2.562,1.7155320251310509
13,2.312,1.715201134081213
13,2.187,1.7148704949469304
20,1.137,1.7145401073449156
20,1.012,1.7142099708927556
20,1.512,1.7138800852089087
21,1.855,1.7135504499127012
3,1.158,1.713221064624327
3,1.408,1.7128919289648425
3,1.783,1.712563042556165
3,1.033,1.712234405021071
3,1.908,1.7119060159831914
3,1.283,1.7115778750670112
3,1.658,1.7112499818978657
3,1.533,1.7109223361019381
22,2.032,1.7105949373062568
22,2.657,1.7102677851386936
15,2.64,1.7099408792279605
22,2.532,1.7096142192036066
22,2.407,1.7092878046960172
4,0.906,1.70896163533641
4,0.531,1.7086357107568333
4,0.656,1.7083100305901622
4,0.281,1.7079845944700984
4,0.406,1.7076594020311655
4,0.781,1.707334452908708
7,1.345,1.707009746738888
7,1.095,1.7066852831586834
7,1.72,1.7063610618058846
7,1.47,1.7060370823190936
1,1.181,1.705713344337719
1,1.306,1.705389847501977
1,1.056,1.705066591452886
1,1.556,1.7047435758322655
1,1.681,1.7044208002827343
1,1.931,1.7040982644477067
1,1.431,1.7037759679713913
1,1.806,1.7034539104987882
21,2.186,1.7031320916756862
21,2.311,1.7028105111486618
21,2.686,1.7024891685650752
21,2.811,1.7021680635730694
21,2.061,1.7018471958215668
21,2.436,1.7015265649602678
17,2.39,1.7012061706396477
9,3.839,1.7008860125109553
9,3.089,1.7005660902262094
9,3.464,1.700246403438198
9,3.214,1.699926951800475
9,3.339,1.6996077349673577
16,0.073,1.699288752593926
9,0.142,1.6989700043360187
17,2.515,1.6986514898502323
17,2.265,1.6983332087939176
11,1.282,1.6980151608251786
11,1.532,1.6976973456028701
11,1.782,1.697379762786595
11,1.157,1.6970624120367024
11,1.032,1.6967452930142857
11,1.657,1.6964284053811798
11,1.407,1.6961117487999595
11,1.907,1.6957953229339373
5,1.118,1.6954791274471608
5,1.493,1.695163162004411
5,1.368,1.6948474262711999
5,1.743,1.6945319199137687
5,1.243,1.6942166425990854
5,1.618,1.6939015939948425
5,1.868,1.6935867737694559
5,1.993,1.693272181592061
11,1.755,1.6929578171325128
15,1.853,1.6926436800613818
22,1.767,1.6923297700499533
18,3.434,1.692016086770225
18,3.309,1.6917026298949045
18,3.059,1.6913893990974076
22,1.457,1.6910763940518563
16,0.744,1.6907636144330767
16,0.244,1.6904510599165974
16,0.119,1.690138730178646
16,0.869,1.689826624896149
16,0.619,1.6895147437467288
16,0.994,1.6892030864087018
16,0.369,1.688891652561076
4,1.647,1.6885804418835502
4,1.272,1.6882694540565104
4,1.147,1.6879586887610298
4,1.022,1.6876481456788648
4,1.522,1.6873378244924544
4,1.897,1.6870277248849177
4,1.772,1.6867178465400525
4,1.397,1.6864081891423324
7,0.413,1.6860987523769058
7,0.288,1.6857895359295936
6,3.729,1.6854805394868873
6,3.104,1.6851717627359466
6,3.229,1.6848632053645989
6,3.354,1.684554867061336
15,0.699,1.6842467475153124
15,0.949,1.6839388464163445
1,1.146,1.6836311634549075
1,1.271,1.6833236983221338
1,1.646,1.6830164507098118
1,1.021,1.6827094203103834
1,1.521,1.6824026068169422
1,1.771,1.682096009923232
1,1.396,1.6817896293236447
1,1.896,1.6814834647132184
17,1.631,1.6811775157876359
21,2.026,1.6808717822432226
21,2.526,1.680566263776945
21,2.151,1.680260960086408
21,2.276,1.6799558708698548
20,2.974,1.6796509958261634
20,2.224,1.6793463346548456
9,3.429,1.6790418870560455
9,3.304,1.6787376527305367
9,3.679,1.6784336313797221
9,3.179,1.6781298227056305
20,2.099,1.677826226410916
20,2.474,1.6775228421988557
20,2.724,1.677219669773348
20,2.349,1.676916708838911
2,0.269,1.6766139591006812
2,0.769,1.6763114202644107
2,0.519,1.6760090920364668
2,0.394,1.6757069741238286
2,0.644,1.6754050662340871
2,0.894,1.6751033680754428
5,1.208,1.674801879356703
5,1.333,1.6745005997872822
5,1.583,1.674199529077198
5,1.458,1.6738986669370721
5,1.083,1.6735980130781256
5,1.708,1.6732975672121804
20,0.334,1.6729973290516549
20,0.459,1.6726972983095643
17,1.758,1.6723974746995178
18,3.274,1.6720978579357175
16,0.211,1.6717984477329564
16,0.086,1.6714992438066174
18,3.524,1.671200245872671
18,3.649,1.6709014536476734
19,2.049,1.6706028668487662
19,2.924,1.670304485193674
15,2.128,1.6700063084007022
15,2.378,1.6697083361887366
15,2.503,1.6694105682772407
15,2.003,1.6691130043862552
15,2.878,1.6688156442363955
15,2.253,1.6685184875488508
3,3.281,1.6682215340453816
16,1.714,1.6679247834483193
17,1.385,1.667628235480564
17,1.885,1.6673318898655833
20,1.34,1.6670357463274097
20,1.215,1.6667398045906405
20,1.09,1.666444064380436
20,1.59,1.6661485254225163
20,1.465,1.6658531874431624
17,0.149,1.6655580501692124
20,1.84,1.6652631133280615
20,1.715,1.6649683766476597
14,0.732,1.6646738398565106
14,0.482,1.6643795026836696
14,0.357,1.6640853648587428
14,0.607,1.6637914261118854
14,0.982,1.6634976861738
14,0.857,1.663204144775735
20,0.658,1.6629108016494838
20,0.908,1.662617656527383
21,0.028,1.6623247091423103
12,2.18,1.662031959227684
12,2.055,1.661739406517461
12,2.93,1.6614470507461359
12,2.305,1.6611548916487382
12,2.43,1.6608629289608325
12,2.555,1.6605711624185162
12,2.68,1.6602795917584183
18,0.669,1.6599882167176978
18,0.919,1.6596970370340423
18,0.544,1.6594060524456669
18,0.794,1.6591152626913124
18,3.114,1.658824667510244
19,2.014,1.6585342666422498
15,2.468,1.65824405982764
7,3.042,1.6579540468072447
7,3.167,1.657664227322413
7,3.667,1.657374601115011
15,2.218,1.6570851679274219
15,2.718,1.6567959275025428
15,2.593,1.6565068795837843
3,3.246,1.656218023915069
15,2.843,1.6559293602408303
15,2.343,1.6556408883060105
6,0.589,1.6553526078560605
6,0.714,1.655064518636937
6,0.839,1.6547766203951024
6,0.964,1.6544889128775229
17,0.241,1.654201395831667
17,0.491,1.6539140690055048
17,0.741,1.6536269321475057
17,0.366,1.6533399850066384
17,0.866,1.6530532273323686
17,0.616,1.6527666588746577
17,0.991,1.652480279383962
20,1.18,1.6521940886112307
20,1.43,1.651908086307906
20,1.305,1.65162227222592
20,1.055,1.651336646117694
20,1.68,1.6510512077361383
8,0.285,1.6507659568346498
8,0.41,1.6504808931671107
19,1.981,1.6501960164878877
21,1.798,1.6499113265518306
19,1.067,1.6496268231142712
19,1.942,1.6493425059310212
19,1.567,1.6490583747583722
19,1.692,1.6487744293530935
21,1.673,1.6484906694724313
21,1.173,1.6482070948741072
1,0.32,1.6479237053163172
1,0.195,1.6476405005577301
1,0.445,1.647357480357487
1,0.07,1.6470746444751991
10,0.366,1.6467919926709473
10,0.866,1.6465095247052801
21,0.803,1.6462272403392137
21,0.678,1.6459451393342293
21,0.928,1.645663221452273
21,0.553,1.645381486455754
11,3.12,1.645099934107544
12,2.395,1.644818564170975
12,2.27,1.644537376409839
12,2.02,1.6442563705883864
12,2.77,1.6439755464713248
12,2.645,1.6436949038238187
12,2.145,1.6434144424114863
8,2.224,1.643134162000401
8,2.349,1.6428540623570873
8,2.099,1.6425741432485228
8,2.724,1.642294404442134
8,2.474,1.6420148457057968
8,2.974,1.641735466807836
8,2.849,1.6414562675170223
2,1.491,1.641177247602572
2,1.116,1.6408984068341468
2,1.991,1.6406197449818507
2,1.866,1.6403412618162307
2,1.241,1.640062957108275
2,1.366,1.639784830629411
2,1.616,1.6395068821515055
2,1.741,1.6392291114468631
3,0.266,1.638951518288225
3,0.641,1.6386741024487677
3,0.516,1.6383968637021022
1,0.116,1.6381198018222727
18,2.195,1.6378429165837558
18,2.695,1.6375662077614586
17,0.208,1.637289675130719
22,0.239,1.6370133184673032
22,0.364,1.6367371375474056
22,0.739,1.6364611321476465
22,0.489,1.636185302045073
22,0.614,1.635909647017156
22,0.864,1.6356341668417895
22,0.989,1.635358861297291
1,3.609,1.6350837301623982
1,3.109,1.6348087732162697
1,0.162,1.6345339902384832
21,1.419,1.6342593810090347
21,1.044,1.6339849453083364
21,1.919,1.6337106829172177
21,1.794,1.6334365936169222
21,1.169,1.6331626771891075
21,1.544,1.632888933415844
21,1.294,1.6326153620796149
21,1.669,1.632341962963313
21,4.114,1.6320687358502408
15,0.729,1.6317956805241107
12,2.61,1.6315227967690422
12,2.235,1.631250084369561
12,2.735,1.6309775431105988
12,2.985,1.6307051727774924
12,2.36,1.6304329731559817
12,2.86,1.6301609440322093
12,2.11,1.6298890851927197
12,2.485,1.6296173964244576
15,0.854,1.6293458775147676
