CHR,P,exp
21,0.671,0.40268154170393866
6,2.227,0.4026654355465112
6,2.602,0.40264932998637126
6,2.102,0.4026332250234746
2,0.34,0.4026171206577769
2,0.465,0.40260101688923383
6,2.352,0.4025849137178012
6,2.477,0.4025688111434346
6,2.977,0.40255270916608993
6,2.852,0.40253660778572276
6,2.727,0.40252050700228886
22,1.236,0.40250440681574406
22,1.736,0.40248830722604406
9,2.619,0.40247220823314456
9,2.119,0.40245610983700136
9,2.369,0.40244001203757024
9,2.244,0.40242391483480694
9,2.494,0.4024078182286672
9,2.869,0.40239172221910685
9,2.744,0.40237562680608163
16,0.157,0.4023595319895473
16,0.032,0.4023434377694598
16,2.078,0.40232734414577476
16,2.703,0.402311251118448
4,0.661,0.4022951586874354
4,0.786,0.4022790668526927
4,0.536,0.4022629756141758
4,0.911,0.4022468849718404
13,1.307,0.40223079492564234
13,1.557,0.4022147054755376
13,1.057,0.4021986166214819
13,1.432,0.40218252836343105
13,1.682,0.402166440701341
13,1.182,0.4021503536351675
13,0.504,0.40213426716486644
13,0.254,0.4021181812903937
13,0.879,0.40210209601170505
13,0.754,0.4020860113287565
13,0.379,0.4020699272415038
16,0.055,0.40205384374990294
18,0.011,0.40203776085390974
20,3.209,0.4020216785534801
16,0.078,0.40200559684856985
14,2.226,0.401989515739135
14,2.726,0.40197343522513135
14,2.101,0.4019573553065149
14,2.851,0.4019412759832415
14,0.178,0.40192519725526704
14,0.303,0.40190911912254756
10,2.305,0.40189304158503886
2,3.004,0.401876964642697
2,3.379,0.4018608882954778
10,2.055,0.40184481254333726
10,2.68,0.4018287373862313
10,2.555,0.40181266282411593
10,2.18,0.401796588856947
10,2.93,0.4017805154846806
10,2.43,0.40176444270727263
5,0.847,0.401748370524679
5,0.722,0.4017322989368558
5,0.347,0.40171622794375894
5,0.597,0.40170015754534444
5,0.472,0.4016840877415683
5,0.972,0.40166801853238643
5,3.042,0.4016519499177549
5,3.792,0.4016358818976297
5,3.917,0.40161981447196693
9,2.334,0.4016037476407225
9,2.584,0.4015876814038525
9,2.209,0.40157161576131284
9,2.084,0.40155555071305965
9,2.834,0.4015394862590489
9,2.459,0.4015234223992367
13,0.453,0.4015073591335791
13,0.203,0.4014912964620321
13,0.328,0.4014752343845517
17,0.016,0.40145917290109406
22,1.323,0.4014431120116152
17,0.039,0.40142705171607124
9,1.833,0.4014109920144182
17,1.664,0.40139493290661216
10,2.707,0.4013788743926092
10,2.582,0.40136281647236544
20,3.049,0.4013467591458369
20,3.299,0.4013307024129798
17,0.187,0.4013146462737502
7,2.357,0.40129859072810414
7,2.107,0.40128253577599776
7,2.232,0.40126648141738724
7,2.732,0.4012504276522287
7,2.857,0.40123437448047816
8,4.202,0.40121832190209183
14,0.145,0.40120226991702584
14,2.316,0.40118621852523634
14,2.191,0.40117016772667946
14,2.441,0.40115411752131136
14,2.691,0.40113806790908824
14,2.066,0.4011220188899662
8,0.731,0.40110597046390134
8,0.606,0.40108992263085
2,3.094,0.4010738753907682
2,3.219,0.40105782874361223
2,3.594,0.4010417826893382
2,3.969,0.4010257372279024
2,2.644,0.401009692359261
2,2.894,0.40099364808337007
2,2.519,0.4009776044001859
8,0.356,0.4009615613096648
18,1.532,0.4009455188117629
18,1.282,0.4009294769064363
18,1.782,0.40091343559364145
18,1.407,0.4008973948733344
8,4.169,0.4008813547454715
8,4.044,0.4008653152100089
17,0.108,0.4008492762669029
12,0.543,0.40083323791610975
12,0.918,0.4008172001575857
12,0.668,0.400801162991287
12,0.793,0.40078512641716985
15,0.208,0.4007690904351906
15,1.482,0.4007530550453055
15,1.107,0.4007370202474708
15,1.232,0.4007209860416429
15,1.357,0.400704952427778
15,1.607,0.40068891940583234
15,1.732,0.4006728869757623
15,1.857,0.40065685513752414
3,0.337,0.4006408238910742
3,0.462,0.40062479323636874
20,0.373,0.40060876317336414
17,3.726,0.40059273370201665
17,3.601,0.4005767048222827
13,3.93,0.40056067653411853
13,3.18,0.4005446488374805
17,0.154,0.40052862173232495
19,1.169,0.4005125952186082
11,2.618,0.4004965692962867
11,2.368,0.4004805439653166
11,2.993,0.4004645192256545
11,2.118,0.40044849507725666
11,2.243,0.4004324715200795
11,2.868,0.40041644855407926
7,2.197,0.40040042617921245
7,2.572,0.40038440439543543
7,2.072,0.4003683832027045
7,2.322,0.4003523626009762
7,2.947,0.40033634259020684
7,2.822,0.4003203231703528
7,2.447,0.40030430434137054
7,2.697,0.4002882861032165
8,1.847,0.400272268455847
8,1.097,0.40025625139921855
8,1.722,0.40024023493328753
17,0.052,0.40022421905801037
1,0.233,0.4002082037733436
12,1.35,0.40019218907924353
12,1.85,0.4001761749756666
12,1.725,0.40016016146256944
12,1.1,0.4001441485399083
12,1.6,0.4001281362076398
12,1.186,0.40011212446572036
12,1.436,0.40009611331410644
12,1.561,0.4000801027527545
12,1.686,0.40006409278162103
12,1.936,0.4000480834006625
11,0.003,0.4000320746098354
15,2.416,0.40001606640909626
17,0.075,0.4000000587984016
12,1.034,0.39998405177770785
12,1.284,0.39996804534697156
12,1.659,0.3999520395061492
12,1.784,0.3999360342551974
12,1.159,0.3999200295940726
12,1.534,0.39990402552273135
12,1.409,0.3998880220411301
5,2.97,0.3998720191492255
5,2.47,0.3998560168469741
5,2.595,0.39984001513433237
5,2.22,0.39982401401125695
5,2.345,0.3998080134777043
5,2.095,0.39979201353363103
5,2.845,0.3997760141789938
15,0.175,0.39976001541374895
15,0.3,0.3997440172378533
6,0.594,0.39972801965126326
6,0.719,0.3997120226539355
6,0.469,0.3996960262458266
6,0.344,0.3996800304268932
6,0.844,0.3996640351970918
6,0.969,0.3996480405563791
16,1.471,0.3996320465047116
16,1.096,0.39961605304204606
16,1.721,0.39960006016833893
16,1.221,0.399584067883547
16,1.346,0.39956807618762685
16,1.971,0.399552085080535
16,1.596,0.39953609456222827
4,2.499,0.39952010463266324
4,2.374,0.39950411529179647
4,2.124,0.3994881265395847
4,2.624,0.39947213837598455
4,2.999,0.39945615080095276
4,2.874,0.39944016381444586
4,2.749,0.39942417741642067
4,2.249,0.3994081916068337
13,3.77,0.3993922063856418
22,0.152,0.39937622175280163
10,0.406,0.3993602377082698
7,2.037,0.39934425425200304
7,2.287,0.39932827138395804
7,2.162,0.3993122891040915
7,2.412,0.3992963074123602
7,2.537,0.3992803263087208
8,4.382,0.3992643457931301
10,0.281,0.3992483658655447
10,0.906,0.39923238652592136
10,0.656,0.39921640777421685
20,0.328,0.39920042961038793
1,0.325,0.3991844520343913
1,0.45,0.39916847504618375
1,0.2,0.399152498645722
21,0.558,0.3991365228329628
21,0.683,0.399120547607863
21,0.808,0.3991045729703792
21,0.933,0.39908859892046833
22,0.073,0.3990726254580871
15,0.142,0.3990566525831923
22,1.752,0.3990406802957407
5,2.935,0.3990247085956891
5,2.31,0.3990087374829943
5,2.685,0.3989927669576132
5,2.435,0.39897679701950245
5,2.06,0.39896082766861896
5,2.185,0.3989448589049195
5,2.81,0.3989288907283609
5,2.56,0.39891292313890003
10,0.742,0.3988969561364937
10,0.492,0.39888098972109864
10,0.992,0.3988650238926718
10,0.867,0.39884905865117004
15,1.453,0.39883309399655015
15,1.703,0.39881712992876905
15,1.328,0.3988011664477835
15,1.953,0.3987852035535504
15,1.828,0.3987692412460267
15,1.164,0.39875327952516915
15,1.289,0.39873731839093474
22,2.018,0.39872135784328017
20,2.75,0.3987053978821626
16,1.811,0.3986894385075387
16,1.936,0.39867347971936545
16,1.686,0.3986575215175998
16,1.186,0.39864156390219857
16,1.436,0.3986256068731187
16,1.061,0.39860965043031715
16,1.311,0.39859369457375077
4,2.964,0.3985777393033765
4,2.089,0.3985617846191513
4,2.214,0.3985458305210321
4,2.339,0.3985298770089758
4,0.291,0.3985139240829394
4,0.416,0.3984979717428798
4,2.464,0.39848201998875404
4,2.589,0.398466068820519
13,0.54,0.3984501182381316
13,0.79,0.39843416824154887
10,0.154,0.3984182188307278
20,2.067,0.39840227000562534
20,2.192,0.3983863217661985
20,2.567,0.3983703741124043
20,2.692,0.3983544270441996
20,2.442,0.3983384805615415
20,2.817,0.39832253466438694
17,0.069,0.39830658935269303
17,0.444,0.39829064462641667
20,2.317,0.39827470048551494
20,2.942,0.39825875692994483
9,1.051,0.3982428139596634
9,1.676,0.3982268715746276
9,1.176,0.39821092977479455
9,1.301,0.39819498856012125
9,1.426,0.3981790479305648
9,1.551,0.3981631078860821
9,1.926,0.39814716842663034
9,1.801,0.39813122955216657
11,0.143,0.3981152912626478
14,1.334,0.3980993535580311
16,1.654,0.3980834164382736
16,1.029,0.39806747990333236
5,2.775,0.3980515439531644
5,2.9,0.39803560858772685
5,2.525,0.39801967380697684
5,2.65,0.3980037396108714
5,2.025,0.3979878059993676
5,2.4,0.3979718729724227
5,2.275,0.39795594052999367
5,2.15,0.39794000867203766
20,0.77,0.39792407739851177
4,2.054,0.3979081467093732
4,2.179,0.39789221660457896
4,2.429,0.3978762870840863
4,2.304,0.3978603581478523
4,2.554,0.39784442979583406
14,3.598,0.39782850202798886
14,3.098,0.39781257484427374
6,1.816,0.3977966482446459
6,1.191,0.39778072222906247
6,1.066,0.39776479679748067
6,1.441,0.39774887194985764
6,1.566,0.39773294768615053
6,1.691,0.39771702400631653
6,1.941,0.3977011009103129
6,1.316,0.39768517839809675
17,0.268,0.39766925646962525
17,0.643,0.39765333512485573
17,0.393,0.3976374143637452
17,0.768,0.3976214941862511
17,0.893,0.3976055745923305
17,0.518,0.3975896555819406
20,1.998,0.39757373715503863
20,1.623,0.39755781931158185
20,1.873,0.39754190205152756
20,2.282,0.3975259853748329
20,1.177,0.39751006928145516
20,2.032,0.39749415377135155
20,1.677,0.39747823884447936
20,2.157,0.3974623245007958
20,2.532,0.3974464107402582
20,2.407,0.3974304975628238
8,3.935,0.39741458496844984
8,3.31,0.3973986729570936
8,3.685,0.3973827615287123
11,0.61,0.3973668506832634
11,0.485,0.397350940420704
11,0.36,0.3973350307409915
11,0.235,0.39731912164408323
11,0.735,0.3973032131299364
11,0.985,0.3972873051985083
11,0.86,0.3972713978497563
2,2.077,0.3972554910836377
2,2.327,0.3972395849001099
2,2.577,0.39722367929913016
2,2.702,0.3972077742806558
2,2.827,0.39719186984464416
2,2.202,0.3971759659910526
2,2.452,0.39716006271983845
18,1.611,0.39714416003095904
18,1.236,0.3971282579243718
18,0.212,0.397112356400034
18,0.087,0.39709645545790306
18,1.111,0.39708055509793627
18,1.361,0.3970646553200911
18,1.861,0.39704875612432494
18,1.736,0.3970328575105951
18,1.486,0.39701695947885896
18,1.986,0.3970010620290739
3,1.118,0.3969851651611974
3,1.368,0.39696926887518685
3,1.868,0.3969533731709996
3,1.243,0.3969374780485931
3,1.743,0.3969215835079247
3,1.993,0.39690568954895195
3,1.618,0.39688979617163217
3,1.493,0.3968739033759228
8,3.002,0.3968580111617813
8,3.127,0.39684211952916515
20,2.521,0.3968262284780317
15,1.965,0.3968103380083384
16,3.559,0.39679444812004283
20,0.209,0.3967785588131023
20,2.247,0.39676267008747435
20,2.372,0.3967467819431164
20,2.497,0.39673089437998604
20,2.747,0.39671500739804055
20,2.122,0.3966991209972376
20,2.622,0.3966832351775345
8,3.275,0.39666734993888886
8,3.15,0.3966514652812582
15,1.902,0.39663558120459996
2,2.292,0.3966196977088716
2,2.042,0.39660381479403073
2,2.417,0.3965879324600348
2,2.542,0.3965720507068414
2,2.792,0.3965561695344079
2,2.167,0.396540288942692
2,2.667,0.3965244089316511
2,2.917,0.3965085295012428
20,0.121,0.39649265065142464
20,0.246,0.3964767723821542
20,0.371,0.3964608946933889
20,0.996,0.39644501758508643
20,0.621,0.39642914105720434
20,0.496,0.3964132651097001
20,0.746,0.3963973897425313
20,0.871,0.39638151495565566
21,0.221,0.3963656407490306
21,0.096,0.39634976712261377
18,0.304,0.3963338940763627
18,0.179,0.39631802161023505
18,0.429,0.3963021497241884
15,2.999,0.39628627841818037
3,1.083,0.3962704076921685
3,1.208,0.39625453754611045
3,1.833,0.3962386679799638
3,1.583,0.39622279899368623
3,1.333,0.39620693058723533
3,1.458,0.39619106276056876
3,1.708,0.3961751955136441
3,1.958,0.396159328846419
15,2.499,0.39614346275885115
21,0.017,0.39612759725089813
16,3.149,0.3961117323225176
16,3.399,0.3960958679736673
16,3.274,0.39608000420430484
17,2.424,0.39606414101438786
17,2.174,0.3960482784038741
17,2.549,0.3960324163727212
17,2.049,0.3960165549208868
13,2.003,0.3960006940483286
13,2.128,0.3959848337550044
13,2.378,0.3959689740408717
13,2.503,0.39595311490588836
13,2.628,0.39593725635001203
13,2.253,0.3959213983732004
6,2.683,0.39590554097541125
7,1.02,0.3958896841566022
7,1.145,0.39587382791673104
7,1.52,0.3958579722557554
7,1.27,0.3958421171736332
7,1.645,0.39582626267032195
7,1.395,0.3958104087457796
7,1.895,0.3957945553999638
7,1.77,0.39577870263283227
10,0.286,0.39576285044434284
10,0.411,0.3957469988344532
21,0.04,0.39573114780312113
1,0.58,0.3957152973503044
1,0.83,0.3956994474759608
1,0.705,0.39568359818004817
1,0.955,0.39566774946252414
21,0.313,0.3956519013233466
21,0.063,0.39563605376247335
21,0.188,0.39562020677986215
21,0.438,0.3956043603754708
14,1.383,0.39558851454925714
14,1.633,0.39557266930117896
7,0.013,0.395556824631194
11,1.332,0.39554098053926023
11,1.832,0.3955251370253353
11,1.082,0.3955092940893772
11,1.207,0.3954934517313437
11,1.957,0.39547760995119263
11,1.457,0.39546176874888184
11,1.582,0.3954459281243692
11,1.707,0.39543008807761254
12,0.357,0.39541424860856966
12,0.732,0.39539840971719853
6,3.138,0.39538257140345695
6,3.263,0.3953667336673028
21,0.109,0.3953508965086939
16,0.669,0.3953350599275883
16,0.919,0.39531922392394364
16,0.544,0.395303388497718
16,0.794,0.39528755364886925
17,2.264,0.39527171937735517
17,2.014,0.3952558856831338
17,2.139,0.3952400525661629
4,1.197,0.39522422002640056
4,1.322,0.3952083880638046
4,1.947,0.3951925566783329
4,1.072,0.3951767258699435
4,1.572,0.39516089563859425
4,1.447,0.3951450659842431
4,1.822,0.395129236906848
4,1.697,0.39511340840636683
7,0.463,0.3950975804827576
7,0.338,0.3950817531359783
13,2.093,0.3950659263659868
13,2.718,0.39505010017274117
13,2.218,0.39503427455619927
1,1.321,0.3950184495163191
1,1.071,0.39500262505305866
1,1.571,0.3949868011663759
1,1.696,0.39497097785622887
1,1.196,0.3949551551225754
1,1.446,0.3949393329653737
1,1.821,0.39492351138458165
1,1.946,0.3949076903801573
21,0.155,0.3948918699520586
21,0.03,0.39487605010024357
14,3.012,0.3948602308246703
14,3.762,0.39484441212529675
14,3.387,0.394828594002081
8,1.537,0.394812776454981
8,1.912,0.39479695948395477
8,1.787,0.39478114308896045
8,1.662,0.39476532726995606
22,1.512,0.3947495120268997
20,1.557,0.3947336973597492
5,1.508,0.3947178832684629
5,1.633,0.3947020697529987
5,1.758,0.3946862568133147
5,1.883,0.39467044444936894
5,0.234,0.39465463266111955
5,1.008,0.39463882144852463
5,1.383,0.3946230108115422
5,1.258,0.39460720075013045
5,1.133,0.39459139126424736
21,0.509,0.3945755823538511
21,0.884,0.39455977401889974
21,0.134,0.3945439662593514
14,0.881,0.3945281590751642
19,0.176,0.39451235246629623
19,0.426,0.3944965464327057
19,0.301,0.39448074097435065
19,1.467,0.3944649360911892
4,1.287,0.3944491317831796
4,1.037,0.39443332805027986
4,1.412,0.3944175248924482
4,1.537,0.3944017223096427
4,1.912,0.3943859203018216
4,1.162,0.39437011886894296
4,1.787,0.3943543180109651
4,1.662,0.39433851772784606
10,0.47,0.3943227180195441
10,0.72,0.3943069188860173
10,0.595,0.3942911203272239
22,0.359,0.39427532234312207
22,0.859,0.39425952493367006
22,2.356,0.39424372809882596
22,2.856,0.39422793183854804
19,2.99,0.3942121361527945
19,2.365,0.3941963410415235
19,2.24,0.3941805465046933
19,2.115,0.39416475254226213
17,3.054,0.39414895915418824
17,3.429,0.3941331663404298
17,3.679,0.394117374100945
19,2.615,0.39410158243569215
19,2.49,0.3940857913446294
19,2.865,0.39407000082771515
20,4.21,0.3940542108849076
14,0.532,0.3940384215161649
14,0.657,0.39402263272144544
14,0.782,0.39400684450070744
14,0.907,0.39399105685390917
14,3.852,0.39397526978100883
14,3.227,0.3939594832819648
15,2.502,0.39394369735673535
15,2.377,0.39392791200527866
15,2.752,0.39391212722755314
15,2.627,0.39389634302351706
15,2.252,0.3938805593931287
15,2.002,0.39386477633634637
15,2.127,0.3938489938531284
5,0.326,0.39383321194343307
5,0.451,0.3938174306072187
5,0.201,0.3938016498444436
13,1.496,0.3937858696550662
13,0.729,0.3937700900390447
13,1.121,0.3937543109963375
13,0.854,0.393738532526903
13,0.354,0.39372275463069945
13,0.979,0.3937069773076852
3,0.513,0.3936912005578187
3,0.638,0.3936754243810582
3,0.763,0.39365964877736215
13,0.479,0.39364387374668885
13,0.604,0.3936280992889967
6,0.264,0.3936123254042441
6,0.389,0.3935965520923894
6,0.139,0.39358077935339103
6,0.889,0.3935650071872074
6,0.514,0.3935492355937968
6,0.764,0.39353346457311766
6,0.639,0.3935176941251284
17,0.791,0.39350192424978747
17,0.666,0.3934861549470533
11,3.029,0.39347038621688424
11,3.529,0.39345461805923876
17,0.916,0.39343885047407523
17,0.541,0.3934230834613522
20,0.206,0.39340731702102794
20,1.48,0.393391551153061
7,3.483,0.39337578585740984
8,2.508,0.39336002113403284
8,2.383,0.39334425698288855
8,2.258,0.39332849340393533
8,2.133,0.39331273039713166
8,0.335,0.393296967962436
8,0.46,0.39328120609980693
8,2.008,0.39326544480920284
8,2.883,0.3932496840905822
8,2.633,0.39323392394390355
8,2.758,0.39321816436912527
2,1.15,0.393202405366206
2,1.525,0.39318664693510413
2,1.65,0.3931708890757783
2,1.025,0.39315513178818684
2,1.4,0.3931393750722884
2,1.275,0.3931236189280415
2,1.775,0.39310786335540454
2,1.9,0.39309210835433617
7,2.508,0.39307635392479484
7,2.258,0.3930606000667391
6,0.231,0.3930448467801276
10,3.113,0.3930290940649187
16,2.007,0.39301334192107107
16,2.132,0.39299759034854326
16,2.757,0.3929818393472938
16,2.257,0.39296608891728124
16,2.507,0.3929503390584642
16,2.632,0.39293458977080115
16,2.382,0.3929188410542508
4,3.035,0.3929030929087717
4,3.41,0.39288734533432235
4,3.285,0.39287159833086144
14,1.824,0.3928558518983475
20,0.423,0.39284010603673913
20,0.173,0.39282436074599497
20,0.298,0.3928086160260736
22,0.664,0.3927928718769337
22,0.789,0.39277712829853373
22,0.914,0.3927613852908325
22,0.539,0.39274564285378855
6,0.491,0.39272990098736044
6,0.991,0.3927141596915069
6,0.741,0.3926984189661866
6,0.616,0.3926826788113581
8,2.223,0.39266693922698004
8,2.473,0.3926512002130111
8,2.098,0.39263546176941
8,2.348,0.39261972389613536
21,1.219,0.3926039865931458
21,1.469,0.3925882498604001
21,1.094,0.3925725136978568
21,1.594,0.3925567781054747
21,1.344,0.39254104308321236
21,1.719,0.3925253086310286
21,1.844,0.392509574748882
21,1.969,0.3924938414367313
21,0.568,0.3924781086945353
21,0.818,0.3924623765222526
21,0.943,0.3924466449198419
21,0.693,0.392430913887262
15,0.279,0.3924151834244715
15,0.654,0.39239945353142924
15,0.404,0.39238372420809386
15,0.904,0.39236799545442413
15,0.529,0.3923522672703788
15,0.779,0.3923365396559167
15,0.532,0.39232081261099644
5,3.346,0.3923050861355768
5,3.596,0.3922893602296166
5,3.221,0.3922736348930745
5,3.096,0.3922579101259093
6,0.323,0.3922421859280799
6,0.198,0.3922264622995449
6,0.448,0.3922107392402632
13,1.843,0.39219501675019347
16,2.097,0.3921792948292946
16,2.347,0.3921635734775253
16,2.472,0.3921478526948444
16,2.222,0.39213213248121076
16,0.174,0.39211641283658305
16,0.299,0.3921006937609202
16,0.424,0.39208497525418107
4,3.0,0.39206925731632425
4,3.375,0.3920535399473088
4,3.5,0.39203782314709346
4,3.125,0.39202210691563705
4,3.25,0.39200639125289843
13,1.076,0.3919906761588364
13,1.576,0.3919749616334099
5,1.025,0.39195924767657764
5,1.9,0.3919435342882986
5,1.15,0.39192782146853156
5,1.775,0.39191210921723546
7,0.718,0.3918963975343691
7,0.843,0.3918806864198914
7,0.593,0.3918649758737612
7,0.968,0.3918492658959373
1,0.679,0.3918335564863788
1,0.554,0.39181784764504446
1,0.929,0.3918021393718931
1,0.804,0.39178643166688376
15,3.658,0.3917707245299753
15,3.033,0.3917550179611266
15,3.158,0.3917393119602966
18,0.872,0.39172360652744426
18,0.747,0.3917079016625284
18,0.497,0.391692197365508
20,3.603,0.391676493636342
21,1.059,0.3916607904749893
21,1.684,0.3916450878814089
21,1.184,0.3916293858555597
21,1.309,0.39161368439740063
21,1.809,0.3915979835068907
21,1.434,0.3915822831839888
13,0.69,0.3915665834286539
14,2.495,0.39155088424084505
14,2.62,0.39153518562052114
14,2.745,0.3915194875676412
14,2.245,0.3915037900821641
9,0.289,0.391488093164049
9,0.414,0.39147239681325474
14,2.87,0.3914567010297404
14,2.12,0.3914410058134649
5,3.186,0.39142531116438734
5,3.061,0.39140961708246663
2,0.199,0.39139392356766184
2,0.324,0.391378230619932
2,0.449,0.391362538239236
6,2.461,0.391346846425533
6,2.211,0.3913311551787821
6,2.586,0.3913154644989421
6,2.086,0.3912997743859722
6,2.336,0.3912840848398314
6,2.836,0.39126839586047873
9,2.603,0.39125270744787327
9,2.103,0.3912370196019741
9,2.228,0.39122133232274015
9,2.353,0.39120564561013066
9,2.478,0.3911899594641046
9,2.978,0.39117427388462106
9,2.728,0.3911585888716391
9,2.853,0.3911429044251179
11,2.812,0.39112722054501636
11,2.687,0.39111153723129377
16,0.141,0.39109585448390904
4,0.645,0.39108017230282144
4,0.27,0.39106449068798993
4,0.395,0.3910488096393737
4,0.52,0.3910331291569319
4,0.77,0.39101744924062354
4,0.895,0.39100176989040786
4,3.215,0.3909860911062438
4,3.09,0.39097041288809076
18,0.196,0.3909547352359076
19,4.168,0.3909390581496537
20,3.568,0.3909233816292879
8,4.221,0.3909077056747697
14,2.46,0.39089203028605807
14,2.71,0.39087635546311217
14,2.335,0.3908606812058912
14,2.085,0.3908450075143543
14,0.287,0.3908293343884606
14,0.412,0.3908136618281694
14,2.585,0.3907979898334398
2,3.363,0.3907823184042309
2,3.238,0.39076664754050205
2,3.988,0.3907509772422123
2,3.613,0.39073530750932095
2,3.113,0.3907196383417872
8,1.885,0.39070396973957017
2,0.166,0.39068830170262914
10,1.734,0.39067263423092324
10,1.984,0.39065696732441185
12,1.176,0.390641300983054
5,0.706,0.39062563520680904
5,0.581,0.3906099699956362
5,0.831,0.3905943053494947
5,0.956,0.39057864126834374
12,1.926,0.39056297775214266
17,2.137,0.3905473148008506
16,0.733,0.3905316524144269
16,0.483,0.3905159905928307
16,0.608,0.3905003293360214
16,0.983,0.39048466864395825
16,0.858,0.39046900851660044
16,0.358,0.3904533489539073
19,1.547,0.3904376899558381
19,1.172,0.3904220315223521
19,1.047,0.3904063736534087
5,2.737,0.390390716348967
5,2.987,0.3903750596089865
5,2.862,0.3903594034334263
14,0.01,0.3903437478222459
20,3.033,0.3903280927754045
11,0.464,0.39031243829286144
11,0.339,0.3902967843745761
7,2.216,0.3902811310205077
7,2.091,0.39026547823061564
7,2.466,0.39024982600485925
7,2.966,0.39023417434319785
7,2.341,0.39021852324559075
7,2.716,0.39020287271199733
7,2.841,0.390187222742377
14,2.675,0.390171573336689
14,2.05,0.3901559244948927
14,2.8,0.39014027621694763
14,2.175,0.390124628502813
2,0.633,0.39010898135244815
2,0.883,0.3900933347658126
2,0.508,0.3900776887428656
2,0.133,0.39006204328356664
2,0.258,0.390046398387875
2,0.758,0.3900307540557503
2,0.383,0.3900151102871517
2,3.328,0.38999946708203864
8,0.715,0.3899838244403706
8,0.84,0.389968182362107
8,0.59,0.3899525408472072
17,1.401,0.3899368998956307
14,1.817,0.3899212595073368
10,0.607,0.38990561968228504
10,0.982,0.3898899804204348
10,0.482,0.38987434172174557
10,0.857,0.3898587035861767
12,0.777,0.38984306601368773
12,0.527,0.38982742900423806
12,0.902,0.3898117925577872
12,0.402,0.3897961566742945
12,0.277,0.38978052135371954
12,0.652,0.38976488659602176
15,1.091,0.3897492524011606
15,1.318,0.38973361876909557
15,1.466,0.38971798569978616
15,1.568,0.38970235319319185
3,0.196,0.3896867212492721
3,0.446,0.3896710898679865
3,0.321,0.3896554590492944
15,1.193,0.3896398287931554
15,1.029,0.389624199099529
15,1.529,0.3896085699683747
15,1.779,0.389592941399652
15,1.654,0.3895773133933205
17,3.585,0.38956168594933965
17,3.335,0.389546059067669
13,3.789,0.38953043274826804
13,3.164,0.3895148069910964
11,2.352,0.38949918179611354
11,2.227,0.3894835571632791
11,2.102,0.38946793309255257
11,2.477,0.3894523095838935
11,2.852,0.3894366866372615
11,2.727,0.3894210642526161
7,2.306,0.38940544242991687
7,2.056,0.38938982116912335
7,2.181,0.3893742004701952
7,2.681,0.389358580333092
7,2.431,0.38934296075777325
7,2.556,0.3893273417441986
7,2.806,0.3893117232923276
7,2.931,0.38929610540211995
8,1.831,0.38928048807353516
8,1.331,0.38926487130653287
3,0.117,0.3892492551010727
8,4.276,0.3892336394571143
1,0.092,0.38921802437461717
1,0.217,0.38920240985354104
21,2.001,0.3891867958938456
20,1.58,0.3891711824954903
16,1.644,0.389155569658435
14,4.083,0.3891399573826392
16,1.519,0.3891243456680626
12,1.268,0.38910873451466477
12,1.143,0.38909312392240547
12,1.518,0.38907751389124434
12,1.768,0.38906190442114097
12,1.393,0.38904629551205516
12,1.018,0.38903068716394645
12,1.643,0.38901507937677465
5,2.079,0.38899947215049935
5,2.454,0.38898386548508024
5,2.704,0.388968259380477
5,2.829,0.38895265383664945
5,2.329,0.3889370488535571
5,2.204,0.38892144443115984
5,2.579,0.38890584056941724
9,1.808,0.38889023726828914
3,0.163,0.38887463452773513
6,0.828,0.388859032347715
6,0.703,0.3888434307281885
6,0.578,0.38882782966911533
6,0.953,0.3888122291704552
16,1.205,0.3887966292321679
16,1.33,0.3887810298542131
16,1.705,0.38876543103655065
16,1.83,0.3887498327791402
16,1.08,0.3887342350819416
16,1.455,0.3887186379449145
16,1.955,0.3887030413680188
4,2.483,0.3886874453512142
4,2.108,0.38867184989446046
1,0.036,0.38865625499771733
4,2.358,0.38864066066094466
4,2.233,0.3886250668841022
4,2.858,0.3886094736671498
4,2.983,0.3885938810100472
4,2.733,0.38857828891275425
4,2.608,0.3885626973752307
10,0.515,0.3885471063974364
10,0.14,0.3885315159793311
3,0.084,0.38851592612087466
10,0.265,0.38850033682202695
10,0.64,0.3884847480827477
10,0.89,0.3884691599029968
10,0.39,0.3884535722827341
10,0.765,0.3884379852219194
20,1.488,0.38842239872051254
20,1.238,0.3884068127784734
20,1.113,0.3883912273957618
20,1.363,0.38837564257233764
10,0.255,0.38836005830816067
1,0.309,0.3883444746031909
1,0.059,0.38832889145738814
1,0.184,0.3883133088707123
1,0.434,0.3882977268431232
10,0.38,0.3882821453745807
10,0.505,0.3882665644650448
10,0.13,0.3882509841144753
10,0.755,0.3882354043228321
21,0.667,0.38821982509007513
21,0.542,0.3882042464161643
21,0.917,0.38818866830105947
21,0.792,0.38817309074472056
22,0.506,0.38815751374710755
12,0.461,0.3881419373081803
12,0.336,0.3881263614278988
5,2.169,0.3881107861062229
5,2.669,0.3880952113431126
5,2.294,0.3880796371385277
5,2.419,0.38806406349242833
5,2.919,0.3880484904047744
5,2.044,0.3880329178755258
5,2.794,0.3880173459046425
5,2.544,0.38800177449208445
1,0.105,0.38798620363781167
10,0.007,0.3879706333417841
21,1.853,0.38795506360396165
21,1.728,0.3879394944243044
16,1.67,0.38792392580277224
16,1.17,0.38790835773932525
16,1.295,0.38789279023392337
16,1.42,0.3878772232865265
